h1_prev_class_count,h1_previous_any,h1_reregistration_yes,h1_experience_score,h2_major_data_flag,h2_desired_job_data_cnt,h2_desired_cert_cnt,h2_acquired_cert_cnt,h2_alignment_score,h3_time_input,h3_time_high,h3_project_team,h3_hope_offline,h3_hope_online,h3_hope_individual,h3_engagement_score,h4_text_len_reason,h4_text_len_company,h4_text_len_total,h4_choice_breadth,h4_response_complexity_score,h4_complexity_high,h5_goal_item_cnt,h5_inflow_referral,h5_inflow_organic
0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,32.0,3.0,35.0,12.0,15.583518938456109,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,11.0,71.0,6.0,10.276666119016056,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,84.0,6.0,90.0,13.0,17.51085950651685,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,9.0,11.0,13.302585092994047,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,27.0,10.0,37.0,5.0,8.637586159726386,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,24.0,12.0,15.218875824868201,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.5,0.0,1.0,1.0,0.0,0.0,2.0,34.0,5.0,39.0,13.0,16.688879454113938,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,8.0,25.0,7.0,10.258096538021482,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,6.0,29.0,14.0,17.401197381662154,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,12.0,29.0,7.0,10.401197381662156,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,34.0,4.0,7.555348061489413,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,35.0,13.0,48.0,4.0,7.891820298110627,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,12.0,7.0,9.564949357461536,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,10.0,8.0,10.39789527279837,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,95.0,2.0,97.0,13.0,17.58496747867057,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,63.0,88.0,151.0,8.0,13.023880520846276,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,8.0,31.0,7.0,10.465735902799727,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,12.0,30.0,5.0,8.433987204485145,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0,3.0,17.0,6.0,8.890371757896165,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,15.0,2.0,17.0,12.0,14.890371757896165,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,20.0,11.0,14.044522437723423,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,38.0,6.0,44.0,9.0,12.80666248977032,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,5.0,45.0,8.0,11.828641396489095,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,5.0,0.0,2.0,1.5,0.0,1.0,1.0,0.0,0.0,2.0,13.0,2.0,15.0,8.0,10.772588722239782,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,12.0,13.38629436111989,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,8.0,62.0,13.0,17.143134726391533,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,40.0,16.0,19.71357206670431,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,37.0,2.0,39.0,11.0,14.688879454113936,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,24.0,3.0,27.0,11.0,14.332204510175204,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,2.0,84.0,9.0,13.442651256490317,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,27.0,6.0,33.0,8.0,11.526360524616162,0.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,84.0,4.0,88.0,15.0,19.48863636973214,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,11.0,20.0,7.0,10.044522437723423,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,6.0,69.0,10.0,14.248495242049358,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,7.0,9.0,11.079441541679836,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,4.0,14.0,6.0,8.70805020110221,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,55.0,2.0,57.0,8.0,12.060443010546418,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,3.0,4.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,2.0,19.0,8.0,10.99573227355399,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,7.0,15.0,6.0,8.772588722239782,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0,4.0,18.0,9.0,11.94443897916644,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,13.0,2.0,15.0,16.0,18.77258872223978,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,4.0,14.0,9.0,11.70805020110221,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,11.0,2.0,13.0,10.0,12.639057329615259,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0,15.0,29.0,10.0,13.401197381662156,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,48.0,3.0,51.0,15.0,18.951243718581427,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,9.0,32.0,13.0,16.49650756146648,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,9.0,28.0,11.0,14.367295829986475,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,12.0,61.0,8.0,12.127134385045093,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,27.0,5.0,32.0,9.0,12.49650756146648,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0,5.0,31.0,5.0,8.465735902799727,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,47.0,6.0,53.0,9.0,12.988984046564275,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,13.0,4.0,6.639057329615259,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,8.0,43.0,9.0,12.784189633918261,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,34.0,59.0,17.0,21.0943445622221,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,9.0,61.0,10.0,14.127134385045093,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,4.0,23.0,5.0,8.178053830347945,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,5.0,58.0,4.0,8.077537443905719,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,40.0,2.0,42.0,19.0,22.761200115693562,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,9.0,10.0,8.0,10.39789527279837,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,3.0,29.0,10.0,13.401197381662156,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,47.0,2.0,49.0,12.0,15.912023005428146,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,47.0,11.0,58.0,13.0,17.07753744390572,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,16.0,1.0,17.0,10.0,12.890371757896165,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,2.0,40.0,7.0,10.713572066704309,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0,2.0,23.0,5.0,8.178053830347945,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,29.0,2.0,31.0,4.0,7.465735902799727,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,19.0,2.0,21.0,9.0,12.091042453358316,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,31.0,2.0,33.0,5.0,8.526360524616162,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,22.0,49.0,14.0,17.912023005428146,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,7.0,47.0,13.0,16.871201010907892,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,38.0,6.0,44.0,8.0,11.80666248977032,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,10.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,2.0,15.0,9.0,11.772588722239782,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,39.0,2.0,41.0,11.0,14.737669618283368,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,30.0,9.0,39.0,14.0,17.688879454113938,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,27.0,8.0,35.0,10.0,13.583518938456109,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,74.0,29.0,103.0,9.0,13.644390899141372,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,11.0,28.0,8.0,11.367295829986475,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,15.0,9.0,11.772588722239782,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,46.0,6.0,52.0,13.0,16.97029191355212,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,3.0,23.0,8.0,11.178053830347945,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,2.0,27.0,9.0,12.332204510175204,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,3.0,29.0,12.0,15.401197381662156,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,31.0,29.0,60.0,18.0,22.11087386417331,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,48.0,3.0,51.0,8.0,11.951243718581427,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,38.0,22.0,60.0,9.0,13.11087386417331,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,6.0,16.0,17.94591014905531,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,4.0,39.0,4.0,7.688879454113936,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,8.0,5.0,7.19722457733622,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,4.0,27.0,6.0,9.332204510175204,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,5.0,60.0,10.0,14.11087386417331,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,6.0,13.0,8.0,10.639057329615259,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,3.0,17.0,12.0,14.890371757896165,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,49.0,2.0,51.0,15.0,18.951243718581427,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,3.0,27.0,9.0,12.332204510175204,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,5.0,18.0,13.0,15.94443897916644,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,43.0,10.0,53.0,10.0,13.988984046564275,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,39.0,23.0,62.0,13.0,17.143134726391533,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,16.0,5.0,21.0,12.0,15.091042453358316,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,7.0,34.0,6.0,9.555348061489413,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,49.0,2.0,51.0,11.0,14.951243718581427,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,35.0,4.0,39.0,8.0,11.688879454113936,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.0,22.0,6.0,9.13549421592915,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,35.0,10.0,45.0,5.0,8.828641396489095,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,11.0,57.0,10.0,14.060443010546418,1.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,9.0,8.0,10.302585092994047,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,2.0,19.0,7.0,9.99573227355399,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,13.0,16.0,18.63905732961526,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,2.0,33.0,10.0,13.526360524616162,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,32.0,4.0,36.0,8.0,11.610917912644224,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,20.0,6.0,26.0,8.0,11.29583686600433,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,3.0,26.0,4.0,7.295836866004329,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,39.0,10.0,49.0,7.0,10.912023005428146,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0,26.0,8.0,11.29583686600433,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,11.0,77.0,15.0,19.35670882668959,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3.0,19.0,7.0,9.99573227355399,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,52.0,3.0,55.0,6.0,10.02535169073515,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,16.0,48.0,7.0,10.891820298110627,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,8.0,27.0,11.0,14.332204510175204,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,2.0,10.0,10.0,12.39789527279837,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,8.0,5.0,7.19722457733622,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,10.0,6.0,8.39789527279837,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,43.0,15.0,58.0,11.0,15.077537443905719,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,22.0,9.0,31.0,10.0,13.465735902799727,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,33.0,25.0,58.0,10.0,14.077537443905719,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,23.0,16.0,39.0,16.0,19.688879454113938,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,3.0,16.0,9.0,11.833213344056215,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,23.0,11.0,14.178053830347945,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,3.0,47.0,11.0,14.87120101090789,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,10.0,5.0,7.397895272798371,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,6.0,31.0,6.0,9.465735902799727,0.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,23.0,12.0,15.178053830347945,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,1.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,2.0,12.0,4.0,6.564949357461536,0.0,1.0,1.0,0.0
